"( ""Function call with parameters that may be unsafe - this call relies on the caller to check that the passed values are correct. "" ""To disable this warning, use -D_SCL_SECURE_NO_WARNINGS. See documentation on how to use Visual C++ 'Checked Iterators'"""
"(RPC_BINDING_HANDLE hBinding, unsigned long ulNetworkCodeSet,byte *pNetworkData, unsigned long ulNetworkDataLength, unsigned long ulLocalBufferSize, void *pLocalData, unsigned long *pulLocalDataLength,error_status_t *pStatus"
"(RPC_HTTP_REDIRECTOR_STAGE RedirectorStage,RPC_WSTR ServerName,RPC_WSTR ServerPort,RPC_WSTR RemoteUser,RPC_WSTR AuthType, void *ResourceUuid, void *SessionId, void *Interface, void *Reserved, unsigned long Flags,RPC_WSTR *NewServerName,RPC_WSTR *NewServerPort"
"(RPC_IF_HANDLE InterfaceUuid, void *Context"
"(RPC_INTERFACE_GROUP IfGroup, void *IdleCallbackContext, unsigned long IsGroupIdle"
"(RPC_WSTR Machine,RPC_WSTR DotMachine, unsigned long PortNumber"
"(RTL_BITS_OF(RTL_FIELD_TYPE(type, field"
"(RTL_NUMBER_OF(RTL_FIELD_TYPE(type, field"
"(RpcPerfCounters Counter, int ModifyTrend, unsigned long Size"
"(SAL_IRQL,irql"
"(SAL_IsFormatString, ""printf"""
"(SAL_IsFormatString, ""scanf"""
"(SAL_IsFormatString, ""scanf_s"""
"(SAL_IsFormatString, #kind"
"(SAL_IsFormatString2, kind, where"
"(SAL_NeedsRelease,__no"
"(SAL_NeedsRelease,__yes"
"(SAL_access, 0x1"
"(SAL_access, 0x2"
"(SAL_access, 0x3"
"(SAL_acquire, #kind"
"(SAL_acquireGlobal, #kind, param\t"
"(SAL_acquires_exclusive_lock,lock"
"(SAL_acquires_lock,lock"
"(SAL_acquires_shared_lock,lock"
"(SAL_add_adt_property,adt,prop"
"(SAL_adt, adt,prop"
"(SAL_analysisHint, hint"
"(SAL_analysisMode, #mode"
"(SAL_at_buffer, target, iter, bound"
"(SAL_blocksOn, resource"
"(SAL_callbackType, #kind"
"(SAL_class_code_content, typ"
"(SAL_clearDoInit,yesNo"
"(SAL_completionType, #kindlist"
"(SAL_constant, __no"
"(SAL_constant, __yes"
"(SAL_context, SAL_failed"
"(SAL_context,ctx"
"(SAL_entrypoint, controlEntry, category"
"(SAL_entrypoint, dataEntry, category"
"(SAL_error,why"
"(SAL_failure,x"
"(SAL_file_parser, ""library"", typ"
"(SAL_file_parser,""class"",typ"
"(SAL_file_parser,""function"",typ"
"(SAL_functionClassNew, #x"
"(SAL_functionClassNew, _SA_SPECSTRIZE(x"
"(SAL_guarded_by,lock"
"(SAL_has_lock_level,#level"
"(SAL_has_lock_property,#kind"
"(SAL_ignore_lock_match,lock"
"(SAL_inTry,__no"
"(SAL_inTry,__yes"
"(SAL_landmark, #name"
"(SAL_lock_level_order,#a,#b"
"(SAL_lock_level_order,a,b"
"(SAL_maxFunctionIrql,irql"
"(SAL_maxIRQL,irql"
"(SAL_mayBePointer,__no"
"(SAL_minFunctionIrql,irql"
"(SAL_minIRQL,irql"
"(SAL_mustHold, #kind"
"(SAL_mustHoldGlobal, #kind, param\t"
"(SAL_name, #Name, """", ""1"""
"(SAL_name, #Name, """", ""1.1"""
"(SAL_name, #Name, """", ""1.2"""
"(SAL_name, #Name, """", ""2"""
"(SAL_neverHold, #kind"
"(SAL_neverHoldGlobal, #kind, param\t"
"(SAL_null, __maybe"
"(SAL_null, __no"
"(SAL_null, __yes"
"(SAL_nullTerminated, __maybe"
"(SAL_nullTerminated, __no"
"(SAL_nullTerminated, __yes"
"(SAL_nullTerminated,__maybe"
"(SAL_post_type,typ"
"(SAL_preferredFunction, func, why"
"(SAL_raiseIRQL,irql"
"(SAL_range, min, max"
"(SAL_range,lb,ub"
"(SAL_readableTo, byteCount(size"
"(SAL_readableTo, elementCount( size "
"(SAL_readableTo, elementCount(size"
"(SAL_readableTo, extent"
"(SAL_readableTo,byteCount(size"
"(SAL_readableTo,elementCount(size"
"(SAL_readableTo,inexpressibleCount(""NullNull terminated string"""
"(SAL_readableTo,inexpressibleCount(#size"
"(SAL_release, #kind"
"(SAL_releaseGlobal,#kind, param\t"
"(SAL_releases_exclusive_lock,lock"
"(SAL_releases_lock,lock"
"(SAL_releases_shared_lock,lock"
"(SAL_remove_adt_property,adt,prop"
"(SAL_requires_exclusive_lock_held,lock"
"(SAL_requires_lock_held,lock"
"(SAL_requires_lock_not_held,lock"
"(SAL_requires_shared_lock_held,lock"
"(SAL_restoreIRQLGlobal, #kind, param\t"
"(SAL_return,arglist"
"(SAL_return_convention, _SAL_L_Source_(__failure, (x"
"(SAL_return_convention, _SA_annotes1(SAL_failureDefault,kind"
"(SAL_satisfies, cond"
"(SAL_saveIRQLGlobal,#kind, param\t"
"(SAL_set_lock_count_to_one,lock"
"(SAL_set_lock_count_to_zero,lock"
"(SAL_set_same_lock,a,b"
"(SAL_source_code_content, typ"
"(SAL_strictType, typename, mode"
"(SAL_strictTypeMatch,mode"
"(SAL_success, expr"
"(SAL_transfer_adt_property_from,arg"
"(SAL_transfer_adt_property_from,formal"
"(SAL_typefix, ctype"
"(SAL_untrusted_data_source,src_raw"
"(SAL_untrusted_data_source_this,src_raw"
"(SAL_valid, __maybe"
"(SAL_valid, __no"
"(SAL_valid, __yes"
"(SAL_validated,typ_raw"
"(SAL_validated_this,typ_raw"
"(SAL_writableTo, byteCount( size"
"(SAL_writableTo, byteCount(size"
"(SAL_writableTo, elementCount( size "
"(SAL_writableTo, elementCount(size"
"(SAL_writableTo, size"
"(SAL_writableTo,(mult"
"(SAL_writableTo,byteCount(size"
"(SAL_writableTo,elementCount(1"
"(SAL_writableTo,elementCount(size"
"(SAL_writableTo,inexpressibleCount(#size"
"(SAL_writableTo,inexpressibleCount(sizeof(param"
"(SAL_write_guarded_by,lock"
"(SCARDCONTEXT,LPSTR,LPSTR,PVOID"
"(SCARDCONTEXT,LPWSTR,LPWSTR,PVOID"
"(SCARDCONTEXT,SCARDHANDLE,PVOID"
"(SCARD_CLASS_COMMUNICATIONS, 0x0110"
"(SCARD_CLASS_ICC_STATE, 0x0300"
"(SCARD_CLASS_ICC_STATE, 0x0301"
"(SCARD_CLASS_ICC_STATE, 0x0302"
"(SCARD_CLASS_ICC_STATE, 0x0303"
"(SCARD_CLASS_ICC_STATE, 0x0304"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0201"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0202"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0203"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0204"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0205"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0206"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0207"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0208"
"(SCARD_CLASS_IFD_PROTOCOL, 0x0209"
"(SCARD_CLASS_IFD_PROTOCOL, 0x020a"
"(SCARD_CLASS_IFD_PROTOCOL, 0x020b"
"(SCARD_CLASS_IFD_PROTOCOL, 0x020c"
"(SCARD_CLASS_MECHANICAL, 0x0150"
"(SCARD_CLASS_PERF, 0x0001"
"(SCARD_CLASS_PERF, 0x0002"
"(SCARD_CLASS_PERF, 0x0003"
"(SCARD_CLASS_POWER_MGMT, 0x0131"
"(SCARD_CLASS_PROTOCOL, 0x0120"
"(SCARD_CLASS_PROTOCOL, 0x0121"
"(SCARD_CLASS_PROTOCOL, 0x0122"
"(SCARD_CLASS_PROTOCOL, 0x0123"
"(SCARD_CLASS_PROTOCOL, 0x0124"
"(SCARD_CLASS_PROTOCOL, 0x0125"
"(SCARD_CLASS_SECURITY, 0x0140"
"(SCARD_CLASS_SECURITY, 0x0142"
"(SCARD_CLASS_SYSTEM, 0x0001"
"(SCARD_CLASS_SYSTEM, 0x0002"
"(SCARD_CLASS_SYSTEM, 0x0004"
"(SCARD_CLASS_SYSTEM, 0x0005"
"(SCARD_CLASS_SYSTEM, 0x0006"
"(SCARD_CLASS_SYSTEM, 0x0007"
"(SCARD_CLASS_VENDOR_DEFINED, 0xA000"
"(SCARD_CLASS_VENDOR_DEFINED, 0xA003"
"(SCARD_CLASS_VENDOR_DEFINED, 0xA005"
"(SCARD_CLASS_VENDOR_DEFINED, 0xA007"
"(SCARD_CLASS_VENDOR_INFO, 0x0100"
"(SCARD_CLASS_VENDOR_INFO, 0x0101"
"(SCARD_CLASS_VENDOR_INFO, 0x0102"
"(SCARD_CLASS_VENDOR_INFO, 0x0103"
"(SEC_CHAR *,PSecBuffer, void *,PCtxtHandle"
"(SEC_CHAR *,PSecPkgInfoA *"
"(SEC_CHAR *,SEC_CHAR *, unsigned long, void *, void *,SEC_GET_KEY_FN, void *,PCredHandle,PTimeStamp"
"(SEC_CHAR *,SEC_CHAR *,SEC_CHAR *,SEC_CHAR *,SEC_CHAR *,BOOLEAN, unsigned long,PSecBufferDesc"
"(SEC_WCHAR *,PSecBuffer,VOID *,PCtxtHandle"
"(SEC_WCHAR *,PSecPkgInfoW *"
"(SEC_WCHAR *,SEC_WCHAR *,SEC_WCHAR *,SEC_WCHAR *,SEC_WCHAR *,BOOLEAN, unsigned long,PSecBufferDesc"
"(SOCKET s, const sockaddr *name, int namelen,LPWSABUF lpCallerData,LPWSABUF lpCalleeData,LPQOS lpSQOS,LPQOS lpGQOS,DWORD dwFlags"
"(SOCKET s,LPWSABUF lpQOSName,LPQOS lpQOS"
"(SOCKET s,LPWSAOVERLAPPED lpOverlapped,LPDWORD lpcbTransfer,BOOL fWait,LPDWORD lpdwFlags"
"(SOCKET s,sockaddr *addr, int *addrlen"
"(SOCKET s,sockaddr *addr,LPINT addrlen,LPCONDITIONPROC lpfnCondition,DWORD_PTR dwCallbackData"
"(SOCKET* ListenSocket, SOCKET* ClientSocket"
"(STATSTG *pstatstg, DWORD grfStatFlag"
"(STORAGE_ADAPTER_DESCRIPTOR, SrbType"
"(STORAGE_MINIPORT_DESCRIPTOR, IoTimeoutValue"
"(SYS_WIN32, lcid, szName"
"(Size, sid, User->User.Sid"
"(Style=""printf"""
"(Style=""scanf"""
"(Style=""scanf_s"""
"(T, F1"
"(T, F2"
"(TEXT(""application/fractals"""
"(TEXT(""application/octet-stream"""
"(TEXT(""application/pdf"""
"(TEXT(""application/postscript"""
"(TEXT(""application/ttaf+xml"""
"(TEXT(""application/ttml+xml"""
"(TEXT(""application/xhtml+xml"""
"(TEXT(""application/xml"""
"(TEXT(""audio/aiff"""
"(TEXT(""audio/basic"""
"(TEXT(""audio/wav"""
"(TEXT(""audio/x-aiff"""
"(TEXT(""audio/x-pn-realaudio"""
"(TEXT(""audio/x-wav"""
"(TEXT(""image/bmp"""
"(TEXT(""image/gif"""
"(TEXT(""image/jpeg"""
"(TEXT(""image/pjpeg"""
"(TEXT(""image/png"""
"(TEXT(""image/svg+xml"""
"(TEXT(""image/tiff"""
"(TEXT(""image/vnd.ms-dds"""
"(TEXT(""image/vnd.ms-photo"""
"(TEXT(""image/x-emf"""
"(TEXT(""image/x-icon"""
"(TEXT(""image/x-png"""
"(TEXT(""image/x-wmf"""
"(TEXT(""image/x-xbitmap"""
"(TEXT(""image/xbm"""
"(TEXT(""text/cache-manifest"""
"(TEXT(""text/html"""
"(TEXT(""text/plain"""
"(TEXT(""text/richtext"""
"(TEXT(""text/vtt"""
"(TEXT(""text/xml"""
"(TEXT(""video/avi"""
"(TEXT(""video/mpeg"""
"(TEXT(""video/quicktime"""
"(TEXT(""video/x-msvideo"""
"(TEXT(""video/x-sgi-movie"""
"(This,BuffSize,pBuffer,ServerAndNamespace,User,Authority,Password,lOptionFlags,lClassFlags,lInstanceFlags,pInfo"
"(This,Clsid"
"(This,DOMAttribute,attributeNode"
"(This,DOMElement"
"(This,FileName,ServerAndNamespace,User,Authority,Password,lOptionFlags,lClassFlags,lInstanceFlags,pInfo"
"(This,Result"
"(This,TextFileName,BMOFFileName,ServerAndNamespace,lOptionFlags,lClassFlags,lInstanceFlags,pInfo"
"(This,Type,name,namespaceURI,node"
"(This,XMLDOMDocument"
"(This,_prpcmsg,_pRpcChannelBuffer"
"(This,aspects,advf,pAdvSink"
"(This,attribute,pAttributeValue"
"(This,attributeMap"
"(This,attributeName"
"(This,attributeValue"
"(This,bCanceled"
"(This,baseName,namespaceURI,qualifiedItem"
"(This,bindflags,pbc"
"(This,bstrHeader,bstrValue"
"(This,bstrHeader,pbstrValue"
"(This,bstrMethod,bstrUrl,varAsync,bstrUser,bstrPassword"
"(This,bstrNodeName,pNode,pNumber"
"(This,bstrXML,isSuccessful"
"(This,buf,cRequest,pcReturned"
"(This,buf,cSent"
"(This,buf,pcReturned"
"(This,cMQIs,pMQIs"
"(This,cRequest"
"(This,cb"
"(This,cbActual,fSpyed"
"(This,cbAlignment"
"(This,cbRequest"
"(This,celt"
"(This,celt,pContextProperties,pceltFetched"
"(This,celt,rgVar,pCeltFetched"
"(This,celt,rgelt,pceltFetched"
"(This,changeKind,pTInfoAfter,pStrName"
"(This,changeKind,pTInfoBefore,pStrName,pfCancel"
"(This,childList"
"(This,childNode,oldChild"
"(This,ciidExclude,rgiidExclude,snbExclude,pstgDest"
"(This,clsid"
"(This,cpropid,rgpropid"
"(This,cpropid,rgpropid,rglpwstrName"
"(This,cpspec,rgpspec"
"(This,cpspec,rgpspec,rgpropvar"
"(This,cpspec,rgpspec,rgpropvar,propidNameFirst"
"(This,data"
"(This,data,cdata"
"(This,data,comment"
"(This,data,text"
"(This,dataLength"
"(This,dataTypeName"
"(This,dblNumber,bstrFormat,pbstrFormattedString"
"(This,deep,cloneRoot"
"(This,definitionNode"
"(This,destination"
"(This,dispIdMember,riid,lcid,wFlags,pDispParams,pVarResult,pExcepInfo,puArgErr"
"(This,dlibMove,dwOrigin,plibNewPosition"
"(This,docFrag"
"(This,documentType"
"(This,dwAction,hwndParent,pwszUrl,pwszText,dwPromptFlags"
"(This,dwAction,pPolicy,cbPolicy,pContext,cbContext,dwFlags,dwReserved"
"(This,dwAction,pwszUrl,pwszText,dwLogFlags"
"(This,dwActivationType,rclsid,pReplacementClsId"
"(This,dwAllowEncodingPropertyMask,dwReserved,ppIUri"
"(This,dwAspect,lindex"
"(This,dwAspect,pdwStatus"
"(This,dwAssign,dwWhichMoniker,ppmk"
"(This,dwCallType,htaskCaller,dwTickCount,lpInterfaceInfo"
"(This,dwCoInit,dwCurThreadAptRefs"
"(This,dwConnection"
"(This,dwCookie"
"(This,dwCookie,riid,ppv"
"(This,dwCreateFlags,dwAllowEncodingPropertyMask,dwReserved,ppIUri"
"(This,dwCreateFlags,dwUriBuilderFlags,dwAllowEncodingPropertyMask,dwReserved,ppIUri"
"(This,dwCurThreadAptRefs"
"(This,dwDestContext,pvDestContext,pClsid"
"(This,dwDirection,ppenumFormatEtc"
"(This,dwDiscardOptions"
"(This,dwDrawAspect,lindex,ptd,lpsizel"
"(This,dwDrawAspect,lindex,pvAspect,pdwFreeze"
"(This,dwDrawAspect,lindex,pvAspect,ptd,hdcTargetDev,hdcDraw,lprcBounds,lprcWBounds,pfnContinue,dwContinue"
"(This,dwDrawAspect,lindex,pvAspect,ptd,hicTargetDev,ppColorSet"
"(This,dwDrawAspect,psizel"
"(This,dwEffect"
"(This,dwEncLevel"
"(This,dwEnum"
"(This,dwEnum,dwIndex,pdwZone"
"(This,dwFlags,dwMilliseconds"
"(This,dwFlags,dwReserved,ppIUriBuilder"
"(This,dwFlags,dwTimeOut,ppSync"
"(This,dwFlags,lInBufferSize,pbInBuffer,lOutBufferSize,pbOutBuffer,lInBytesAvailable,plInBytesRead,plOutBytesWritten,dwReserved"
"(This,dwFormOfType,pszUserType"
"(This,dwFreeze"
"(This,dwHelpContext"
"(This,dwHelpStringContext"
"(This,dwNewThreadAptRefs"
"(This,dwOption,pBuffer,dwBufferLength,dwReserved"
"(This,dwOption,pBuffer,pcbBuf"
"(This,dwOption,pBuffer,pcbBuf,pdwFlags,pdwReserved"
"(This,dwOption,pBuffer,pdwBufferLength,dwReserved"
"(This,dwOptions"
"(This,dwProblem"
"(This,dwProgressCurrent,dwProgressMaximum,fAccurate,fOwner"
"(This,dwProperty,dwValue"
"(This,dwProperty,pdwValue"
"(This,dwPropertyMask"
"(This,dwRegister"
"(This,dwRegister,pfiletime"
"(This,dwReserved"
"(This,dwReserved,pib"
"(This,dwReserved,ppDataObject"
"(This,dwResponseCode,szResponseHeaders,szRequestHeaders,pszAdditionalRequestHeaders"
"(This,dwSaveOption"
"(This,dwSecondsRemaining"
"(This,dwTemplate,dwZone,dwReserved"
"(This,dwTimeout"
"(This,dwUpdateOpt"
"(This,dwWhichMoniker,pmk"
"(This,dwZone"
"(This,dwZone,dwAction,pPolicy,cbPolicy,urlZoneReg"
"(This,dwZone,dwAction,pPolicy,cbPolicy,urlZoneReg,dwFlags"
"(This,dwZone,guidKey,pPolicy,cbPolicy,urlZoneReg"
"(This,dwZone,guidKey,ppPolicy,pcbPolicy,urlZoneReg"
"(This,dwZone,lpszPattern,dwFlags"
"(This,dwZone,pZoneAttributes"
"(This,dwZone,pZoneAttributes,dwFlags"
"(This,dwZone,ppenumString,dwFlags"
"(This,dwZoneIndex,fRespectPolicy,pdwState,pfPolicyEncountered"
"(This,entityMap"
"(This,enumRequestedHandle,pRetHandle"
"(This,errorCode"
"(This,errorObj"
"(This,extconn,reserved"
"(This,extconn,reserved,fLastReleaseCloses"
"(This,f"
"(This,fActivate"
"(This,fContained"
"(This,fEnable"
"(This,fEnterMode"
"(This,fEscapePressed,grfKeyState"
"(This,fForward,ppenumMoniker"
"(This,fFullyAvailable,pimkName,pibc,grfMode"
"(This,fHasPort,dwNewValue"
"(This,fJavaDSOCompatible"
"(This,fLock"
"(This,fLock,fLastUnlockCloses"
"(This,fRespectPolicy,pdwState,pfPolicyEncountered,fNoCache"
"(This,fShow"
"(This,fSpyed"
"(This,fUndoable"
"(This,feature,version,hasFeature"
"(This,filePosition"
"(This,firstChild"
"(This,grfBINDF,pbindinfo"
"(This,grfBINDF,pbindinfo,grfBINDF2,pdwReserved"
"(This,grfBSCF,dwSize,pformatetc,pstgmed"
"(This,grfBSCF,ulProgress,ulProgressMax"
"(This,grfCommitFlags"
"(This,grfFlags,ppenum"
"(This,grfFlags,punkObject,pmkObjectName,pdwRegister"
"(This,grfKeyState,pt,pdwEffect"
"(This,grfStateBits,grfMask"
"(This,guid"
"(This,guid,pVarVal"
"(This,guid,ppTinfo"
"(This,guidKey,ppPolicy,pcbPolicy,pContext,cbContext,dwReserved"
"(This,guidService,riid,ppvObject"
"(This,h1,h2"
"(This,hRefType,ppTInfo"
"(This,hRes,LocaleId,lFlags,MessageText"
"(This,hWinInetLockHandle,dwReserved"
"(This,hasChild"
"(This,hmenuShared"
"(This,hmenuShared,holemenu,hwndActiveObject"
"(This,hmenuShared,lpMenuWidths"
"(This,hrCoInit,dwCoInit,dwNewThreadAptRefs"
"(This,hrReason,dwOptions"
"(This,hrResult,dwError,szResult"
"(This,hresult,szError"
"(This,htaskCallee,dwTickCount,dwPendingType"
"(This,htaskCallee,dwTickCount,dwRejectType"
"(This,hwndTarget"
"(This,iTInfo,lcid,ppTInfo"
"(This,iVerb,lpmsg,pActiveSite,lindex,hwndParent,lprcPosRect"
"(This,idString,node"
"(This,impl"
"(This,index"
"(This,index,bstrMops"
"(This,index,dwHelpContext"
"(This,index,dwHelpStringContext"
"(This,index,guid,pVarVal"
"(This,index,hRefType"
"(This,index,implTypeFlags"
"(This,index,lcid,pbstrHelpString,pdwHelpStringContext,pbstrHelpStringDll"
"(This,index,listItem"
"(This,index,pBstrName,pBstrDocString,pdwHelpContext,pBstrHelpFile"
"(This,index,pCustData"
"(This,index,pFuncDesc"
"(This,index,pImplTypeFlags"
"(This,index,pRefType"
"(This,index,pTKind"
"(This,index,pVarDesc"
"(This,index,ppFuncDesc"
"(This,index,ppTInfo"
"(This,index,ppVarDesc"
"(This,index,rgszNames,cNames"
"(This,index,szDllName,szProcName"
"(This,index,szDocString"
"(This,index,szName"
"(This,indexFunc,indexParam,guid,pVarVal"
"(This,indexFunc,indexParam,pCustData"
"(This,isAsync"
"(This,isParsed"
"(This,isPreserving"
"(This,isResolving"
"(This,isSpecified"
"(This,isValidating"
"(This,lEnumFlags"
"(This,lFlags"
"(This,lFlags,hResult,strParam,pObjParam"
"(This,lFlags,pCompareTo"
"(This,lFlags,pNames"
"(This,lFlags,pObj,uObjTextFormat,pCtx,strText"
"(This,lFlags,ppNewClass"
"(This,lFlags,ppNewInstance"
"(This,lFlags,ppResponseHandler"
"(This,lFlags,pstrName,pVal,plFlavor"
"(This,lFlags,pstrName,pValue"
"(This,lFlags,pstrName,ppInSignature,ppOutSignature"
"(This,lFlags,pstrObjectText"
"(This,lFlags,strName,pVal,pType,plFlavor"
"(This,lFlags,strText,uObjTextFormat,pCtx,pNewObj"
"(This,lFlags,uNumObjects,apIds"
"(This,lFlags,uNumObjects,apIds,apObj"
"(This,lFlags,uNumObjects,apObj,puReturned"
"(This,lHandle,dw"
"(This,lHandle,lBufferSize,plNumBytes,aData"
"(This,lHandle,lNumBytes,aData"
"(This,lHandle,pdw"
"(This,lHandle,pqw"
"(This,lHandle,pstrName,pType"
"(This,lHandle,pw"
"(This,lId,lFlags"
"(This,lIndex,bstrFormat,pbstrFormattedString"
"(This,lObjectCount,apObjArray"
"(This,lTimeout,nCount"
"(This,lTimeout,plStatus"
"(This,lTimeout,ppResultObject"
"(This,lTimeout,ppServices"
"(This,lTimeout,pstrResultString"
"(This,lTimeout,uCount,apObjects,puReturned"
"(This,lastChild"
"(This,lcid"
"(This,libNewSize"
"(This,libOffset,cb,dwLockType"
"(This,lineNumber"
"(This,linePosition"
"(This,listLength"
"(This,lpClsid"
"(This,lpcUrl,vbCancel"
"(This,lpmsg"
"(This,lpmsg,wID"
"(This,lprcPosRect"
"(This,lprcPosRect,lprcClipRect"
"(This,lprectBorder"
"(This,lpvReserved"
"(This,memid"
"(This,memid,invKind"
"(This,memid,invKind,pBstrDllName,pBstrName,pwOrdinal"
"(This,memid,invKind,pFuncIndex"
"(This,memid,invKind,ppv"
"(This,memid,lcid,pbstrHelpString,pdwHelpStringContext,pbstrHelpStringDll"
"(This,memid,pBstrMops"
"(This,memid,pBstrName,pBstrDocString,pdwHelpContext,pBstrHelpFile"
"(This,memid,pVarIndex"
"(This,memid,rgBstrNames,cMaxNames,pcNames"
"(This,mkp,val"
"(This,n"
"(This,nPriority"
"(This,name"
"(This,name,attribute"
"(This,name,attributeNode"
"(This,name,entityRef"
"(This,name,namedItem"
"(This,name,value"
"(This,nameString"
"(This,namespaceURI"
"(This,newChild,oldChild,outOldChild"
"(This,newChild,outNewChild"
"(This,newChild,refChild,outNewChild"
"(This,newItem,nameItem"
"(This,nextItem"
"(This,nextSibling"
"(This,nodeType"
"(This,notationMap"
"(This,offset,count"
"(This,offset,count,data"
"(This,offset,data"
"(This,offset,rightHandTextNode"
"(This,ondataavailableSink"
"(This,ontransformnodeSink"
"(This,p"
"(This,pActiveObject,pszObjName"
"(This,pActual"
"(This,pActual,fSpyed"
"(This,pAdvSink,pdwConnection"
"(This,pAdvise,pdwConnection"
"(This,pAptType"
"(This,pAspects,pAdvf,ppAdvSink"
"(This,pAuthnSvc,pAuthzSvc,pServerPrincName,pAuthnLevel,pImpLevel,pPrivs,pCapabilities"
"(This,pBC,szUrl,pUnkOuter,ppUnk,ppOInetProt,dwOption"
"(This,pBstrDescription"
"(This,pBstrHelpFile"
"(This,pBstrSource"
"(This,pCF,pszProtocol"
"(This,pCF,pwzType"
"(This,pCF,rclsid,pwzProtocol,cPatterns,ppwzPatterns,dwReserved"
"(This,pCF,rclsid,pwzType"
"(This,pChildElem"
"(This,pChildElem,lIndex,lReserved"
"(This,pClassID"
"(This,pClientSite"
"(This,pClsid"
"(This,pComVersion"
"(This,pCustData"
"(This,pDataObj,grfKeyState,pt,pdwEffect"
"(This,pDataObject"
"(This,pDataObject,dwReserved,advf"
"(This,pDataObject,fCreation,dwReserved"
"(This,pDataObject,grfUpdf,pReserved"
"(This,pDataObject,pFetc,advf,pAdvise,pdwConnection"
"(This,pEnumerator"
"(This,pErrorReturn"
"(This,pFormatetc,pStgmed"
"(This,pFuncDesc"
"(This,pGUID"
"(This,pILockBytes"
"(This,pIUri"
"(This,pIdlDesc"
"(This,pInst,lFlags,pCtx,pResponseHandler"
"(This,pInst,lFlags,pCtx,ppCallResult"
"(This,pLogpal"
"(This,pMQIs"
"(This,pMessage"
"(This,pMessage,pStatus"
"(This,pMessage,riid"
"(This,pMk,pBC,pBSC,riid,ppvObj"
"(This,pMsg"
"(This,pMsg,dwFlags,pChnl"
"(This,pMsg,pAsyncMgr"
"(This,pMsg,pState"
"(This,pMsg,pSync,pulStatus"
"(This,pMsg,pdwDestContext,ppvDestContext"
"(This,pMsg,pulStatus"
"(This,pMsg,riid,pInterface"
"(This,pMsg,ulSize,pulStatus"
"(This,pNamespace,pTemplate,lFlags,pContext,ppRefreshable,plId"
"(This,pNamespace,wszClassName,lFlags,pContext,ppEnum,plId"
"(This,pNamespace,wszPath,lFlags,pContext,ppRefreshable,plId"
"(This,pNode,pDepth"
"(This,pNode,pID"
"(This,pNode,pNumber"
"(This,pOIProtSink"
"(This,pObjError,puReturned"
"(This,pObjRef,piid"
"(This,pObject,lFlags,pCtx,pResponseHandler"
"(This,pObject,lFlags,pCtx,ppCallResult"
"(This,pObject,ppStub"
"(This,pProtocolData"
"(This,pProxy,dwAuthnSvc,dwAuthzSvc,pServerPrincName,dwAuthnLevel,dwImpLevel,pAuthInfo,dwCapabilities"
"(This,pProxy,pAuthnSvc,pAuthzSvc,pServerPrincName,pAuthnLevel,pImpLevel,pAuthInfo,pCapabilites"
"(This,pProxy,ppCopy"
"(This,pPrx,dwProperty,dwValue"
"(This,pPrx,dwProperty,pdwValue"
"(This,pReadyStateSink"
"(This,pRecordInfo"
"(This,pRefresher,lFlags,plId"
"(This,pRequest,cbRequest,ppNewRequest,fSpyed"
"(This,pRequest,fSpyed"
"(This,pRequest,fSpyed,fActual"
"(This,pRpcChannelBuffer"
"(This,pSink"
"(This,pSink,dwFlags,wszReserved,ppStub"
"(This,pSite"
"(This,pStg"
"(This,pStg,ulLength,ulHeight,pulOutputLength,pulOutputHeight,phOutputBitmap"
"(This,pStgNew"
"(This,pStgSave,fSameAsLoad"
"(This,pStm"
"(This,pStm,fClearDirty"
"(This,pStm,riid,ppv"
"(This,pStm,riid,pv,dwDestContext,pvDestContext,mshlflags"
"(This,pStorageLayout,nEntries,glfInterleavedFlag"
"(This,pStrDoc"
"(This,pStrSchema"
"(This,pSync"
"(This,pTDescAlias"
"(This,pTInfo,phRefType"
"(This,pTLibAttr"
"(This,pThreadType"
"(This,pTypeAttr"
"(This,pTypeFlags"
"(This,pTypeInfo,riid,ppv"
"(This,pTypeKind"
"(This,pUnk,riid,pdwCookie"
"(This,pUnkOuter,riid,ppProxy,ppv"
"(This,pUnkOuter,riid,ppvObj"
"(This,pUnkOuter,riid,ppvObject"
"(This,pUnkServer"
"(This,pUri,dwAction,pPolicy,cbPolicy,pContext,cbContext,dwFlags,dwReserved,pdwOutFlags"
"(This,pUri,guidKey,ppPolicy,pcbPolicy,pContext,cbContext,dwReserved"
"(This,pUri,pOIProtSink,pOIBindInfo,grfPI,dwReserved"
"(This,pUri,pbSecurityId,pcbSecurityId,dwReserved"
"(This,pUri,pdwZone,dwFlags,ppwszMappedUrl,pdwOutFlags"
"(This,pUri,pfEqual"
"(This,pVarDesc"
"(This,parent"
"(This,pbData,cbMax,pcbData"
"(This,pbSecurityId,pcbSecurityId,dwReserved"
"(This,pbc"
"(This,pbc,dwReduceHowFar,ppmkToLeft,ppmkReduced"
